UF,COD_UF,COD_AREA,COD_IBGE,CIDADE,CAPITAL,PRESTADORA,TCN_2G,TCN_3G,TCN_4G,TCN_5G
Goiás,52,62,5220009,São João d'Aliança,NÃO,VIVO,1,2,3,null
Ceará,23,88,2304103,Crateús,NÃO,CLARO,4,4,4,null
São Paulo,35,17,3512100,Colômbia,NÃO,ALGAR,1,2,1,null
Rondônia,11,69,1100080,Costa Marques,NÃO,VIVO,null,null,2,null
Rio Grande do Sul,43,51,4313391,Novo Cabrais,NÃO,CLARO,2,1,2,null
Santa Catarina,42,47,4202107,Barra Velha,NÃO,UNIFIQUE TELECOMUNICACOES S/A,null,null,5,4
Alagoas,27,82,2706307,Palmeira dos Índios,NÃO,VIVO,5,9,11,null
São Paulo,35,11,3509601,Campo Limpo Paulista,NÃO,VIVO,4,9,11,null
Ceará,23,88,2301802,Baixio,NÃO,TIM,1,1,1,null
Minas Gerais,31,33,3100609,Água Boa,NÃO,CLARO,1,null,1,null
Minas Gerais,31,31,3131307,Ipatinga,NÃO,CLARO,39,40,47,20
Piauí,22,89,2209955,São João da Varjota,NÃO,TIM,1,null,1,null
Minas Gerais,31,35,3113602,Careaçu,NÃO,TIM,1,2,2,null
São Paulo,35,16,3524303,Jaboticabal,NÃO,VIVO,3,11,13,4
Goiás,52,62,5210000,Inhumas,NÃO,CLARO,5,5,6,null
Rio Grande do Sul,43,54,4322509,Vacaria,NÃO,VIVO,6,6,9,6
Goiás,52,64,5210802,Itajá,NÃO,CLARO,1,1,1,null
Bahia,29,77,2931053,Tanque Novo,NÃO,CLARO,2,3,2,null
Piauí,22,86,2205409,Joaquim Pires,NÃO,TIM,null,1,1,null
São Paulo,35,14,3511409,Cerqueira César,NÃO,CLARO,3,2,3,null
Mato Grosso,51,66,5102702,Canarana,NÃO,CLARO,1,3,4,null
Acre,12,68,1200708,Xapuri,NÃO,VIVO,1,1,1,null
Ceará,23,88,2311355,Quixelô,NÃO,TIM,2,2,3,null
Mato Grosso,51,66,5100201,Água Boa,NÃO,VIVO,2,2,2,null
Minas Gerais,31,35,3127404,Gonçalves,NÃO,TIM,null,null,2,null
Ceará,23,88,2306801,Jaguaribara,NÃO,VIVO,null,1,1,null
São Paulo,35,17,3528205,Macedônia,NÃO,TIM,2,1,1,null
Minas Gerais,31,34,3161304,São Francisco de Sales,NÃO,ALGAR,2,1,2,null
Espírito Santo,32,28,3204302,Presidente Kennedy,NÃO,TIM,2,1,1,null
Tocantins,17,63,1707306,Dueré,NÃO,VIVO,1,null,1,null
Sergipe,28,79,2804409,Neópolis,NÃO,VIVO,1,2,2,null
Rio Grande do Sul,43,51,4306056,Cristal,NÃO,TIM,1,null,1,null
Paraná,41,41,4104204,Campo Largo,NÃO,CLARO,12,18,19,null
Santa Catarina,42,48,4200903,Angelina,NÃO,CLARO,1,1,1,null
Rio Grande do Sul,43,54,4320404,Serafina Corrêa,NÃO,TIM,1,1,2,null
São Paulo,35,15,3508009,Buri,NÃO,TIM,2,1,1,null
Santa Catarina,42,48,4201406,Araranguá,NÃO,VIVO,4,4,8,null
Rio Grande do Sul,43,51,4305587,Colinas,NÃO,CLARO,1,1,1,null
Alagoas,27,82,2703809,Joaquim Gomes,NÃO,VIVO,5,4,3,null
Tocantins,17,63,1720200,São Miguel do Tocantins,NÃO,TIM,null,1,1,null
Rio Grande do Sul,43,51,4304671,Capivari do Sul,NÃO,CLARO,1,1,1,null
Bahia,29,77,2901205,Anagé,NÃO,TIM,1,1,2,null
Goiás,52,64,5221551,Turvelândia,NÃO,TIM,1,null,3,null
Minas Gerais,31,38,3109303,Buritis,NÃO,VIVO,2,4,6,null
Rio Grande do Norte,24,84,2415008,Vila Flor,NÃO,CLARO,1,1,1,null
Goiás,52,62,5204953,Campos Verdes,NÃO,TIM,1,1,1,null
Minas Gerais,31,38,3136801,Juramento,NÃO,CLARO,null,1,null,null
Paraná,41,44,4108106,Flórida,NÃO,TIM,1,1,1,null
São Paulo,35,15,3541653,Quadra,NÃO,VIVO,1,2,2,null
Maranhão,21,99,2108900,Poção de Pedras,NÃO,TIM,null,1,1,null
Paraná,41,45,4113452,Lindoeste,NÃO,TIM,null,3,3,null
Sergipe,28,79,2801306,Capela,NÃO,VIVO,1,6,6,null
Pernambuco,26,87,2606507,Iati,NÃO,TIM,null,null,1,null
Minas Gerais,31,37,3107406,Bom Despacho,NÃO,TIM,9,4,5,null
Minas Gerais,31,34,3137536,Lagoa Grande,NÃO,VIVO,1,1,1,null
Paraná,41,44,4115358,Maripá,NÃO,TIM,1,2,3,null
São Paulo,35,16,3551702,Sertãozinho,NÃO,TIM,5,7,16,5
Paraná,41,41,4106902,Curitiba,SIM,TIM,209,346,431,306
Rio Grande do Sul,43,54,4323309,Vila Flores,NÃO,CLARO,1,1,1,null
Paraná,41,43,4126009,São Sebastião da Amoreira,NÃO,TIM,1,1,1,null
Rio Grande do Norte,24,84,2410306,Serra Caiada,NÃO,CLARO,null,1,null,null
Rio Grande do Sul,43,53,4317004,Santana da Boa Vista,NÃO,TIM,1,1,3,null
Tocantins,17,63,1716703,Colméia,NÃO,VIVO,1,1,2,null
Santa Catarina,42,49,4209300,Lages,NÃO,VIVO,23,10,30,10
Alagoas,27,82,2707503,Porto Real do Colégio,NÃO,CLARO,1,1,1,null
Paraíba,25,83,2508554,Logradouro,NÃO,TIM,null,1,1,null
Rio Grande do Sul,43,55,4300208,Ajuricaba,NÃO,CLARO,4,null,4,null
São Paulo,35,17,3532603,Nhandeara,NÃO,VIVO,1,2,2,null
São Paulo,35,16,3553708,Taquaritinga,NÃO,CLARO,6,6,6,null
Santa Catarina,42,49,4219309,Videira,NÃO,CLARO,3,4,4,null
Mato Grosso,51,65,5103304,Comodoro,NÃO,CLARO,4,4,5,null
Pernambuco,26,81,2606804,Igarassu,NÃO,CLARO,8,8,9,3
Rio Grande do Norte,24,84,2407500,Maxaranguape,NÃO,CLARO,2,1,2,null
Paraná,41,44,4118857,Perobal,NÃO,CLARO,2,1,2,null
Rio Grande do Norte,24,84,2411056,Tibau,NÃO,TIM,1,1,1,null
Goiás,52,62,5221403,Trindade,NÃO,TIM,4,5,11,10
Santa Catarina,42,48,4205407,Florianópolis,SIM,CLARO,77,170,181,111
Minas Gerais,31,33,3146750,Palmópolis,NÃO,CLARO,1,1,1,null
Minas Gerais,31,38,3128600,Guarda-Mor,NÃO,VIVO,1,1,1,null
Paraíba,25,83,2500403,Alagoa Nova,NÃO,TIM,1,1,1,null
Rio Grande do Norte,24,84,2414753,Venha-Ver,NÃO,VIVO,1,1,1,null
Bahia,29,75,2920601,Maragogipe,NÃO,VIVO,4,4,3,null
Minas Gerais,31,37,3114501,Carmópolis de Minas,NÃO,ALGAR,null,1,1,null
Rio Grande do Norte,24,84,2403608,Extremoz,NÃO,TIM,4,4,3,1
Paraná,41,42,4118600,Paula Freitas,NÃO,TIM,null,1,4,null
Paraná,41,43,4115754,Mauá da Serra,NÃO,CLARO,1,1,1,null
Sergipe,28,79,2800209,Aquidabã,NÃO,TIM,3,1,1,null
Santa Catarina,42,47,4213708,Pouso Redondo,NÃO,TIM,2,2,1,null
Minas Gerais,31,34,3111408,Campo Florido,NÃO,VIVO,1,1,1,null
Minas Gerais,31,34,3156403,Romaria,NÃO,VIVO,1,1,1,null
Rio Grande do Norte,24,84,2412005,São Gonçalo do Amarante,NÃO,TIM,3,7,9,null
Goiás,52,64,5220058,São João da Paraúna,NÃO,TIM,null,null,1,null
Paraíba,25,83,2511202,Pedras de Fogo,NÃO,TIM,1,1,1,null
Rio Grande do Sul,43,55,4310876,Jacuizinho,NÃO,TIM,1,1,3,null
Rio Grande do Norte,24,84,2404606,Ielmo Marinho,NÃO,CLARO,1,1,1,null
Alagoas,27,82,2708204,São Brás,NÃO,CLARO,1,1,1,null
Sergipe,28,79,2800506,Areia Branca,NÃO,VIVO,1,1,1,null
Rio Grande do Norte,24,84,2403756,Fernando Pedroza,NÃO,CLARO,1,1,1,null
Mato Grosso,51,66,5107065,Querência,NÃO,TIM,1,null,8,null
São Paulo,35,12,3509700,Campos do Jordão,NÃO,CLARO,14,18,21,8
Pernambuco,26,87,2613909,Serra Talhada,NÃO,VIVO,3,8,9,2
Espírito Santo,32,28,3204203,Piúma,NÃO,TIM,2,2,2,null
Paraná,41,43,4106001,Congonhinhas,NÃO,TIM,null,1,3,null
Piauí,22,86,2208304,Piracuruca,NÃO,TIM,3,3,3,null
Minas Gerais,31,35,3130002,Ibituruna,NÃO,VIVO,1,1,1,null
Rio Grande do Sul,43,55,4315909,Rodeio Bonito,NÃO,TIM,null,null,1,null
Bahia,29,74,2932457,Umburanas,NÃO,CLARO,2,1,1,null
Santa Catarina,42,47,4206306,Guabiruba,NÃO,UNIFIQUE TELECOMUNICACOES S/A,null,null,4,4
Ceará,23,88,2300606,Altaneira,NÃO,BRISANET,null,null,3,3
Minas Gerais,31,37,3148905,Pedra do Indaiá,NÃO,TIM,3,2,1,null
Bahia,29,73,2932705,Uruçuca,NÃO,TIM,1,1,1,null
Bahia,29,77,2912509,Ibipitanga,NÃO,VIVO,null,1,1,null
Minas Gerais,31,35,3111200,Campo Belo,NÃO,TIM,6,2,5,null
Sergipe,28,79,2807006,São Miguel do Aleixo,NÃO,VIVO,1,1,1,null
São Paulo,35,19,3520509,Indaiatuba,NÃO,TIM,12,21,39,6
Maranhão,21,99,2105807,Lago do Junco,NÃO,CLARO,1,1,1,null
São Paulo,35,11,3538600,Piracaia,NÃO,CLARO,8,8,8,null
Rio Grande do Norte,24,84,2410207,Portalegre,NÃO,TIM,1,1,1,1
Bahia,29,71,2919207,Lauro de Freitas,NÃO,VIVO,8,17,24,20
Espírito Santo,32,27,3203130,João Neiva,NÃO,VIVO,5,7,12,2
Piauí,22,86,2207702,Parnaíba,NÃO,CLARO,11,14,14,1
Espírito Santo,32,27,3204609,Santa Teresa,NÃO,TIM,4,8,1,null
Goiás,52,64,5204102,Cachoeira Alta,NÃO,CLARO,1,1,1,null
São Paulo,35,12,3554805,Tremembé,NÃO,VIVO,4,7,8,2
Paraná,41,46,4106571,Cruzeiro do Iguaçu,NÃO,CLARO,2,1,2,null
Bahia,29,75,2919108,Lamarão,NÃO,CLARO,2,2,2,null
Minas Gerais,31,35,3104304,Areado,NÃO,CLARO,1,1,1,null
São Paulo,35,18,3545100,Salmourão,NÃO,TIM,null,1,1,null
Mato Grosso do Sul,50,67,5001904,Bataguassu,NÃO,TIM,1,null,2,null
São Paulo,35,14,3555000,Tupã,NÃO,VIVO,6,8,10,4
São Paulo,35,18,3502804,Araçatuba,NÃO,VIVO,17,27,33,10
Santa Catarina,42,49,4213302,Ponte Alta,NÃO,CLARO,1,1,1,null
Tocantins,17,63,1720903,Taguatinga,NÃO,CLARO,3,3,3,null
Rio Grande do Norte,24,84,2414803,Vera Cruz,NÃO,VIVO,1,2,1,null
Alagoas,27,82,2701100,Branquinha,NÃO,VIVO,1,1,1,null
Bahia,29,75,2930808,Souto Soares,NÃO,VIVO,2,2,2,null
Minas Gerais,31,33,3148509,Pavão,NÃO,TIM,null,1,2,null
Bahia,29,74,2929370,São José do Jacuípe,NÃO,TIM,1,null,1,null
Minas Gerais,31,32,3148202,Patrocínio do Muriaé,NÃO,TIM,1,null,1,null
Minas Gerais,31,32,3159407,Santa Rita de Ibitipoca,NÃO,CLARO,1,1,1,null
Santa Catarina,42,49,4205555,Frei Rogério,NÃO,VIVO,null,1,1,null
São Paulo,35,11,3509205,Cajamar,NÃO,TIM,9,8,12,3
São Paulo,35,15,3502903,Araçoiaba da Serra,NÃO,TIM,9,2,5,2
São Paulo,35,18,3536406,Paulicéia,NÃO,VIVO,1,1,2,null
Rio Grande do Sul,43,55,4305207,Cerro Largo,NÃO,TIM,2,2,2,null
Goiás,52,62,5210562,Itaguari,NÃO,TIM,1,null,1,null
Pernambuco,26,81,2601706,Belo Jardim,NÃO,BRISANET,null,null,6,5
Minas Gerais,31,35,3120805,Cruzília,NÃO,CLARO,1,1,1,null
São Paulo,35,16,3543105,Ribeirão Corrente,NÃO,TIM,2,2,2,null
Ceará,23,88,2310506,Pedra Branca,NÃO,TIM,3,2,1,null
Bahia,29,73,2900603,Aiquara,NÃO,CLARO,1,2,1,null
Tocantins,17,63,1720499,São Valério,NÃO,TIM,null,2,2,null
Ceará,23,88,2309409,Novo Oriente,NÃO,CLARO,1,1,1,null
Espírito Santo,32,27,3204351,Rio Bananal,NÃO,CLARO,1,1,1,null
Paraná,41,43,4124004,Santana do Itararé,NÃO,TIM,null,1,1,null
Minas Gerais,31,34,3170206,Uberlândia,NÃO,TIM,103,86,147,93
Minas Gerais,31,31,3100401,Acaiaca,NÃO,CLARO,3,2,3,null
São Paulo,35,18,3533205,Nova Independência,NÃO,TIM,2,1,2,null
Paraíba,25,83,2509909,Natuba,NÃO,VIVO,1,1,1,null
Bahia,29,75,2919306,Lençóis,NÃO,VIVO,1,2,4,null
Goiás,52,64,5217708,Pontalina,NÃO,TIM,1,2,2,null
Rio de Janeiro,33,21,3304300,Rio Bonito,NÃO,VIVO,9,13,14,4
Ceará,23,88,2301703,Aurora,NÃO,CLARO,1,1,1,null
Rio Grande do Norte,24,84,2400109,Acari,NÃO,VIVO,null,1,1,null
Rio de Janeiro,33,22,3300605,Bom Jesus do Itabapoana,NÃO,CLARO,1,2,2,null
Ceará,23,88,2308104,Mauriti,NÃO,VIVO,null,12,12,null
Tocantins,17,63,1721307,Tupiratins,NÃO,CLARO,1,1,1,null
Pará,15,91,1507102,São Caetano de Odivelas,NÃO,CLARO,1,1,1,null
Paraíba,25,83,2501500,Bananeiras,NÃO,TIM,1,1,1,null
Goiás,52,62,5214507,Nerópolis,NÃO,VIVO,1,4,4,null
Alagoas,27,82,2700102,Água Branca,NÃO,TIM,2,2,3,null
Minas Gerais,31,31,3140704,Mateus Leme,NÃO,TIM,6,2,5,2
Paraná,41,43,4114500,Manoel Ribas,NÃO,CLARO,2,1,2,null
Bahia,29,75,2929602,Sapeaçu,NÃO,VIVO,1,1,1,null
Santa Catarina,42,47,4219200,Vidal Ramos,NÃO,TIM,1,1,1,null
Rondônia,11,69,1100304,Vilhena,NÃO,TIM,2,2,7,5
São Paulo,35,14,3525300,Jaú,NÃO,VIVO,10,17,24,7
Bahia,29,75,2914000,Ipirá,NÃO,VIVO,1,1,5,null
Rio Grande do Norte,24,84,2413102,Senador Elói de Souza,NÃO,CLARO,null,1,1,null
Amapá,16,96,1600808,Vitória do Jari,NÃO,VIVO,1,2,1,null
Minas Gerais,31,32,3155405,Rio Novo,NÃO,VIVO,1,1,1,null
Ceará,23,88,2306801,Jaguaribara,NÃO,TIM,1,1,2,null
Rio Grande do Sul,43,51,4305454,Cidreira,NÃO,CLARO,4,4,5,null
Paraná,41,44,4116109,Moreira Sales,NÃO,CLARO,1,1,1,null
Mato Grosso,51,66,5108105,Tesouro,NÃO,CLARO,null,1,1,null
São Paulo,35,15,3523206,Itararé,NÃO,TIM,6,1,2,null
Mato Grosso,51,65,5107305,São José do Rio Claro,NÃO,VIVO,1,1,1,null
Minas Gerais,31,34,3100104,Abadia dos Dourados,NÃO,TIM,1,1,1,null
Rondônia,11,69,1100254,Presidente Médici,NÃO,CLARO,2,3,2,null
Bahia,29,75,2929107,São Felipe,NÃO,CLARO,1,1,1,null
São Paulo,35,19,3544004,Rio das Pedras,NÃO,VIVO,1,2,3,1
Rio Grande do Norte,24,84,2409803,Pedro Velho,NÃO,TIM,null,null,1,null
Minas Gerais,31,38,3171030,Verdelândia,NÃO,TIM,null,1,1,null
Minas Gerais,31,32,3167509,Simão Pereira,NÃO,TIM,1,2,2,null
Rio Grande do Sul,43,55,4316907,Santa Maria,NÃO,CLARO,30,31,33,8
Piauí,22,86,2205805,Luzilândia,NÃO,CLARO,2,2,2,null
Rio Grande do Sul,43,51,4302402,Bom Retiro do Sul,NÃO,VIVO,2,3,3,null
São Paulo,35,16,3513108,Cravinhos,NÃO,TIM,4,3,5,null
Rio Grande do Sul,43,54,4304705,Carazinho,NÃO,TIM,9,7,16,null
Ceará,23,88,2308203,Meruoca,NÃO,BRISANET,null,null,1,null
Maranhão,21,99,2107803,Parnarama,NÃO,CLARO,3,3,3,null
Goiás,52,64,5200134,Acreúna,NÃO,VIVO,2,4,4,null
São Paulo,35,17,3529609,Meridiano,NÃO,TIM,4,2,2,null
Minas Gerais,31,32,3155900,Rio Preto,NÃO,TIM,null,1,1,null
Piauí,22,86,2202729,Cocal dos Alves,NÃO,VIVO,1,1,1,null
Goiás,52,62,5214838,Nova Crixás,NÃO,VIVO,1,1,2,null
Minas Gerais,31,32,3122009,Divino,NÃO,VIVO,1,4,4,null
Santa Catarina,42,49,4212007,Palma Sola,NÃO,TIM,1,3,2,null
Minas Gerais,31,33,3159506,Santa Rita do Itueto,NÃO,CLARO,1,1,1,null
Santa Catarina,42,47,4211108,Monte Castelo,NÃO,TIM,1,1,1,null
Minas Gerais,31,33,3163300,São José do Divino,NÃO,VIVO,null,1,1,null
São Paulo,35,17,3504602,Bady Bassitt,NÃO,CLARO,2,3,3,1
Mato Grosso do Sul,50,67,5003108,Corguinho,NÃO,CLARO,2,1,2,null
Santa Catarina,42,47,4205159,Doutor Pedrinho,NÃO,TIM,1,3,3,null
Paraíba,25,83,2509800,Mulungu,NÃO,CLARO,1,1,1,null
Mato Grosso,51,65,5101704,Barra do Bugres,NÃO,TIM,4,null,4,null
Minas Gerais,31,35,3110509,Camanducaia,NÃO,TIM,4,4,4,2
Rio Grande do Sul,43,55,4320321,Senador Salgado Filho,NÃO,TIM,1,2,2,null
Santa Catarina,42,49,4212007,Palma Sola,NÃO,CLARO,2,1,2,null
Espírito Santo,32,28,3203320,Marataízes,NÃO,CLARO,4,4,5,null
Minas Gerais,31,33,3103405,Araçuaí,NÃO,VIVO,1,4,5,1
São Paulo,35,12,3532306,Natividade da Serra,NÃO,VIVO,3,5,7,null
Ceará,23,85,2301208,Aracoiaba,NÃO,TIM,2,2,2,null
Rio Grande do Sul,43,55,4320230,Sede Nova,NÃO,TIM,null,null,1,null
Pernambuco,26,87,2608255,Jucati,NÃO,TIM,1,1,1,null
Paraíba,25,83,2508208,Lagoa de Dentro,NÃO,VIVO,null,1,null,null
São Paulo,35,17,3500907,Altair,NÃO,VIVO,1,2,2,null
Paraná,41,42,4125605,São Mateus do Sul,NÃO,VIVO,2,3,5,1
Ceará,23,88,2305001,Guaraciaba do Norte,NÃO,VIVO,1,6,6,null
São Paulo,35,14,3515657,Fernão,NÃO,VIVO,1,1,1,null
Pará,15,94,1507300,São Félix do Xingu,NÃO,TIM,3,2,8,null
Roraima,14,95,1400472,Rorainópolis,NÃO,CLARO,1,1,1,null
Santa Catarina,42,49,4208401,Itapiranga,NÃO,CLARO,2,2,2,null
Paraná,41,42,4115457,Marquinho,NÃO,TIM,null,1,1,null
São Paulo,35,11,3516309,Francisco Morato,NÃO,VIVO,2,13,13,9
Rio de Janeiro,33,22,3305307,São Sebastião do Alto,NÃO,CLARO,1,1,1,null
Pará,15,91,1503077,Garrafão do Norte,NÃO,CLARO,2,2,2,null
Minas Gerais,31,37,3168200,Tapiraí,NÃO,ALGAR,null,1,null,null
Minas Gerais,31,33,3140530,Martins Soares,NÃO,CLARO,3,3,3,null
Santa Catarina,42,49,4217550,Serra Alta,NÃO,VIVO,null,1,1,null
Amazonas,13,97,1302702,Manicoré,NÃO,CLARO,4,1,4,null
Rio de Janeiro,33,21,3300803,Cachoeiras de Macacu,NÃO,TIM,10,8,10,3
Bahia,29,74,2930600,Serrolândia,NÃO,VIVO,1,1,1,null
Pernambuco,26,87,2606507,Iati,NÃO,VIVO,3,4,4,null
São Paulo,35,18,3530102,Mirandópolis,NÃO,TIM,1,1,3,null
Paraíba,25,83,2513802,Santa Teresinha,NÃO,TIM,null,1,1,null
Rio Grande do Sul,43,51,4314159,Paverama,NÃO,CLARO,1,1,1,null
Mato Grosso,51,65,5106505,Poconé,NÃO,CLARO,3,3,3,null
Espírito Santo,32,27,3203205,Linhares,NÃO,VIVO,20,31,48,24
Minas Gerais,31,37,3147105,Pará de Minas,NÃO,TIM,16,5,8,null
Santa Catarina,42,48,4217105,São Martinho,NÃO,TIM,1,1,1,null
Mato Grosso,51,66,5106653,Pontal do Araguaia,NÃO,VIVO,null,1,2,null
Piauí,22,86,2205854,Madeiro,NÃO,TIM,1,1,1,null
Rio Grande do Sul,43,51,4301636,Balneário Pinhal,NÃO,VIVO,4,7,7,null
Mato Grosso,51,65,5108857,Nova Marilândia,NÃO,TIM,null,1,1,null
Bahia,29,75,2901106,Amélia Rodrigues,NÃO,TIM,3,2,3,1
São Paulo,35,17,3535705,Paraíso,NÃO,VIVO,2,2,1,null
Espírito Santo,32,27,3202207,Fundão,NÃO,TIM,7,4,2,null
Piauí,22,89,2203206,Curimatá,NÃO,CLARO,null,1,1,null
Alagoas,27,82,2706448,Paripueira,NÃO,TIM,1,1,1,null
Rio Grande do Sul,43,54,4306973,Erebango,NÃO,CLARO,1,1,1,null
Minas Gerais,31,32,3121902,Divinésia,NÃO,CLARO,1,1,1,null
Mato Grosso,51,66,5102678,Campo Verde,NÃO,CLARO,2,11,12,null
Mato Grosso,51,65,5107800,Santo Antônio de Leverger,NÃO,TIM,3,2,2,null
São Paulo,35,11,3556354,Vargem,NÃO,CLARO,1,1,1,null
Paraíba,25,83,2506202,Frei Martinho,NÃO,TIM,null,1,1,null
Goiás,52,62,5202155,Araguapaz,NÃO,VIVO,1,null,1,null
Maranhão,21,98,2106631,Matões do Norte,NÃO,CLARO,1,1,1,null
São Paulo,35,18,3542206,Rancharia,NÃO,CLARO,2,2,2,null
Minas Gerais,31,32,3125309,Faria Lemos,NÃO,CLARO,1,1,2,null
Paraíba,25,83,2507101,Itapororoca,NÃO,VIVO,1,2,1,null
Mato Grosso,51,66,5105176,Juruena,NÃO,TIM,null,2,2,null
São Paulo,35,16,3507803,Brodowski,NÃO,VIVO,2,2,3,null
Minas Gerais,31,35,3143807,Munhoz,NÃO,CLARO,null,1,1,null
São Paulo,35,12,3526605,Lavrinhas,NÃO,VIVO,3,4,5,null
Acre,12,68,1200104,Brasiléia,NÃO,CLARO,3,4,3,null
Tocantins,17,63,1715507,Oliveira de Fátima,NÃO,TIM,1,1,1,null
Rio Grande do Sul,43,55,4300505,Alpestre,NÃO,VIVO,1,1,1,null
Mato Grosso,51,65,5103304,Comodoro,NÃO,TIM,1,1,3,null
Maranhão,21,98,2107100,Morros,NÃO,TIM,null,null,3,null
Maranhão,21,99,2110302,Santo Antônio dos Lopes,NÃO,CLARO,1,2,2,null
Ceará,23,88,2310001,Palhano,NÃO,CLARO,1,1,1,null
Alagoas,27,82,2703809,Joaquim Gomes,NÃO,CLARO,null,1,1,null
Bahia,29,75,2930402,Serra Preta,NÃO,TIM,1,null,4,null
Santa Catarina,42,47,4210852,Mirim Doce,NÃO,CLARO,null,1,1,null
Sergipe,28,79,2802106,Estância,NÃO,VIVO,6,16,16,3
Alagoas,27,82,2705507,Murici,NÃO,VIVO,2,2,1,null
Minas Gerais,31,32,3136702,Juiz de Fora,NÃO,TIM,44,49,98,74
Rio Grande do Sul,43,54,4323358,Vila Lângaro,NÃO,TIM,1,null,1,1
São Paulo,35,11,3528403,Mairinque,NÃO,VIVO,6,10,11,null
Bahia,29,77,2910107,Dom Basílio,NÃO,TIM,1,1,1,null
São Paulo,35,13,3513504,Cubatão,NÃO,VIVO,14,19,25,7
Mato Grosso do Sul,50,67,5007208,Rio Brilhante,NÃO,VIVO,5,6,7,4
São Paulo,35,15,3522406,Itapeva,NÃO,VIVO,5,16,17,8
São Paulo,35,19,3537107,Pedreira,NÃO,VIVO,3,5,7,2
Espírito Santo,32,27,3200169,Água Doce do Norte,NÃO,CLARO,2,1,2,null
Tocantins,17,63,1700301,Aguiarnópolis,NÃO,TIM,1,null,1,null
Paraíba,25,83,2509008,Manaíra,NÃO,TIM,1,1,1,null
Maranhão,21,98,2107100,Morros,NÃO,VIVO,1,2,1,null
Bahia,29,74,2931301,Tapiramutá,NÃO,VIVO,1,2,2,null
São Paulo,35,16,3505906,Batatais,NÃO,TIM,5,4,12,null
São Paulo,35,16,3516200,Franca,NÃO,CLARO,57,62,63,23
Santa Catarina,42,47,4205902,Gaspar,NÃO,TIM,5,7,7,4
Minas Gerais,31,35,3120201,Cristais,NÃO,TIM,1,1,1,null
Rio Grande do Sul,43,55,4317509,Santo Ângelo,NÃO,TIM,4,5,13,null
Mato Grosso,51,66,5106281,Novo São Joaquim,NÃO,CLARO,1,2,3,null
Minas Gerais,31,35,3129905,Ibitiúra de Minas,NÃO,TIM,null,1,2,null
São Paulo,35,18,3508900,Caiabu,NÃO,TIM,1,1,1,null
São Paulo,35,12,3513603,Cunha,NÃO,CLARO,3,3,5,null
Paraná,41,42,4118600,Paula Freitas,NÃO,VIVO,2,null,2,null
Piauí,22,89,2202851,Coronel José Dias,NÃO,CLARO,null,1,1,null
Rio de Janeiro,33,21,3304557,Rio de Janeiro,SIM,VIVO,521,1091,1383,1089
Minas Gerais,31,33,3163003,São José da Safira,NÃO,TIM,null,1,1,null
Bahia,29,74,2907608,Central,NÃO,VIVO,1,2,3,null
São Paulo,35,11,3508405,Cabreúva,NÃO,VIVO,6,8,9,null
São Paulo,35,19,3556701,Vinhedo,NÃO,VIVO,8,10,10,3
Goiás,52,62,5220603,Silvânia,NÃO,CLARO,1,1,1,null
Rio Grande do Sul,43,51,4306551,Dom Pedro de Alcântara,NÃO,VIVO,null,1,1,null
Piauí,22,86,2201770,Boa Hora,NÃO,TIM,null,null,1,null
Maranhão,21,98,2107357,Nova Olinda do Maranhão,NÃO,TIM,null,null,1,null
São Paulo,35,18,3526506,Lavínia,NÃO,TIM,1,1,2,null
Rio Grande do Sul,43,54,4318465,São José do Herval,NÃO,CLARO,1,1,1,null
Rio Grande do Sul,43,51,4309308,Guaíba,NÃO,CLARO,7,9,9,2
Bahia,29,75,2922409,Mutuípe,NÃO,TIM,null,null,1,null
Pernambuco,26,81,2609501,Nazaré da Mata,NÃO,CLARO,3,3,3,null
Rio Grande do Sul,43,51,4320677,Sinimbu,NÃO,TIM,1,null,2,null
Santa Catarina,42,48,4201950,Balneário Arroio do Silva,NÃO,CLARO,1,2,2,null
Sergipe,28,79,2807303,Telha,NÃO,VIVO,null,1,1,null
Mato Grosso do Sul,50,67,5005251,Laguna Carapã,NÃO,CLARO,2,2,3,null
Espírito Santo,32,28,3205069,Venda Nova do Imigrante,NÃO,VIVO,7,7,12,4
Maranhão,21,98,2104305,Godofredo Viana,NÃO,TIM,1,1,1,null
Amazonas,13,97,1300086,Anamã,NÃO,VIVO,2,2,3,null
São Paulo,35,19,3548104,Santo Antônio do Jardim,NÃO,TIM,1,1,1,null
Minas Gerais,31,32,3172103,Volta Grande,NÃO,TIM,null,null,1,null
Minas Gerais,31,34,3171006,Vazante,NÃO,ALGAR,4,2,2,null
Minas Gerais,31,33,3146206,Ouro Verde de Minas,NÃO,CLARO,1,1,1,null
Minas Gerais,31,33,3125804,Fernandes Tourinho,NÃO,VIVO,null,2,2,null
Rio de Janeiro,33,22,3305604,Silva Jardim,NÃO,TIM,5,5,3,null
Paraíba,25,83,2513604,Santana dos Garrotes,NÃO,VIVO,null,1,1,null
Rio Grande do Sul,43,51,4320859,Tabaí,NÃO,VIVO,null,1,1,null
Rio Grande do Sul,43,55,4303707,Campina das Missões,NÃO,TIM,1,1,1,null
Acre,12,68,1200203,Cruzeiro do Sul,NÃO,CLARO,6,8,8,1
São Paulo,35,17,3549201,São João das Duas Pontes,NÃO,TIM,null,1,1,null
Ceará,23,85,2309805,Pacoti,NÃO,BRISANET,null,null,1,1
